ADDRESS,PRICE,BEDROOMS
2A Tamar Street,730000,3
2A Thompson Street,615000,2
2A Turley Court,310000,3
2A Unwin Crescent,1030000,5
2A Wingate Avenue,61000,4
2A Yalgoo Avenue,570000,3
2A Yilgarn Street,750000,2
2B Bonsall Place,461000,3
2B Campion Avenue,392000,3
2B Campsie Street,1040000,4
2b Chatham Road,710000,3
2B Cliff Road,825000,3
2B Coomoora Road,750000,3
2B Cottrill Street,480000,2
2B Coverley Street,875000,4
2B Crown Court,535000,3
2B Devon Way,475000,4
2b Edgefield Way,885000,4
2B Erith Street,368000,3
2B George Street,932000,4
2B Jackman Street,720000,4
2B Lawson Street,680000,6
2B MARY STREET,535000,4
2B Nash Street,914000,4
2b Phoenix Road,430000,3
2B View Street,407500,1
2B Wingate Avenue,475000,3
2C Beach Street,1850000,5
2c Brentham Street,620000,3
2C First Avenue,760000,3
2D Klem Avenue,1287000,4
2D Rennie Crescent,620000,4
2E First Avenue,732000,3
2F Willcock Street,850000,3
3 Abbey Street,590000,3
3 Abernethy Grove,345000,4
3 Abney Street,432500,3
3 Accra Way,480000,5
3 Ada Street,932000,2
3 Adamson Road,339000,3
3 Adare Court,1720000,6
3 Admiralty Road,560000,4
3 Aero Road,423000,4
3 Agasse Way,629000,4
3 Agaton Street,605000,3
3 Alaric Court,500000,4
3 Albizia Street,525000,4
3 Alexander Drive,865000,3
3 Allendale Entrance,640000,4
3 Allia Place,480000,4
3 Allwood Avenue,680000,6
3 Alola Street,335000,3
3 Ambergate Close,582500,4
3 Ambergate Street,900000,4
3 Ambleside Parade,490000,4
3 Amity Boulevard,1105000,5
3 Anadara Place,625000,4
3 Angophora Avenue,490000,4
3 Anise Way,665000,4
3 Annean Loop,435000,5
3 Ansellia Loop,455000,4
3 Anstey Street,125400,4
3 Antrim Way,336000,4
3 Anya Lane,445000,4
3 Anzio Court,550000,4
3 Apara Place,260000,1
3 Appian Way,660000,4
3 APPLETON Road,610000,5
3 Aqua Court,290000,3
3 Aral Court,810000,6
3 Ardea Way,390000,3
3 Armadale Crescent,1222000,3
3 Arnold Crescent,720000,6
3 Arrino Close,880000,4
3 Arthurs Vale,355000,4
3 Arundale Crescent,870000,3
3 Ascham Way,595000,4
3 Ashburton Terrace,775000,3
3 Ashby Terrace,440000,3
3 Ashford Road,480000,4
3 Ashtree Boulevard,575000,4
3 Askrigg Road,750000,4
3 Athel Road,950000,5
3 Athena Place,525000,4
3 ATHENS Road,390000,4
3 Atlantic Avenue,790000,4
3 Atma Way,950000,4
3 Audrey Street,142000,3
3 Auks Rise,550000,4
3 Avila Way,447500,3
3 Avon Place,705000,4
3 Babbler Court,520000,3
3 Badenoch Court,625000,5
3 Badham Close,745000,4
3 Badja Place,403000,4
3 Baggins End,738000,4
3 Balboa Court,785000,4
3 Ballad Crescent,395000,3
3 Baloo Place,370000,3
3 Balsam Mews,345000,4
3 Balyat Way,467000,3
3 Bambra Mews,280000,4
3 Banchory Way,600000,4
3 Bancroft Ramble,550000,4
3 Bandin Place,489000,4
3 Baningan Avenue,585000,4
3 Banks Place,462000,4
3 Banyoles Circuit,460000,4
3 Barcelona Terrace,468000,4
3 Barnden Road,600000,4
3 Barnett Close,465000,3
3 Barney Street,992000,3
3 Barnsley Street,310000,3
3 Barunga Way,427500,4
3 Baskerville Crescent,415000,3
3 Baskerville Road,170000,3
3 Baskir Way,447000,3
3 Basle Way,685000,5
3 Bass Close,417000,4
3 Bassett Street,555000,2
3 Bate Road,490000,4
3 Baxendale Way,230000,3
3 Bayonne Corner,570000,4
3 Beadell Court,360000,3
3 Beckworth Avenue,426000,3
3 Bedelia Way,600000,3
3 Begonia Close,390000,3
3 Belaring Place,312000,3
3 Belcastro Way,590000,4
3 Bellana Place,375000,4
3 Bellport Parade,620000,5
3 Belrose Entrance,1175000,5
3 Bennetts Place,872500,3
3 Bentley Street,270000,3
3 Bernley Drive,535000,3
3 Berrett Place,235000,3
3 Betchel Court,545000,4
3 Betula Court,505000,4
3 Betula Court,660000,4
3 Betula Street,700000,4
3 Bevis Court,525000,3
3 Bibbulmun Entrance,455000,4
3 Bickner Way,250000,4
3 Bidgemia Road,395000,4
3 Bight Reefs Road,685000,4
3 Bignell Place,350000,4
3 Bilcich Gardens,754000,4
3 Billabong Cove,680000,4
3 Bilya Avenue,835000,4
3 Birmingham Way,536000,4
3 Birtwistle Place,490000,4
3 Bishop Riley Way,1905000,5
3 Blackthorn Road,602000,4
3 Blenheim Lane,1400000,4
3 Blissett Drive,835000,4
3 Bluebird Street,400000,4
3 Bluff Way,510000,4
3 Bobtail Close,200000,3
3 Bocaccio Court,950000,4
3 BODICOAT DRIVE,175000,4
3 Bodrum Crescent,510000,4
3 Bogdanich Way,587500,3
3 Bohemia Way,605000,4
3 Boliver Place,365000,3
3 Bolt Place,725000,4
3 Bolus Court,735000,4
3 Bomaria Close,474000,3
3 Boongala Close,375000,3
3 Boorabilla Way,1015000,5
3 Boronia Court,437500,4
3 Bosci Court,430000,4
3 Boston Way,580000,3
3 Bowkett Street,369000,3
3 Boxall Place,1380000,4
3 Boya Crescent,558000,3
3 Braden Way,935000,4
3 Bradley Close,500000,4
3 Bramley Terrace,550000,4
3 Bretton Grange,310000,3
3 Brian Avenue,499000,3
3 Bridgwood Road,410000,4
3 Brigantine Drive,560000,4
3 Brilliant Rise,359000,3
3 Bristow Street,164000,3
3 Britannia Place,385000,4
3 Broadford Avenue,480000,4
3 Broadhurst Crescent,846000,4
3 Broadway Road,162000,3
3 Brock Lane,415000,4
3 Brolo Court,635000,4
3 Bromley Road,575000,3
3 Bronte Close,870000,4
3 Brooking Street,570000,3
3 Brown Street,1100000,3
3 Brownrigg Street,515000,4
3 Bruce Street,960000,3
3 Bruns Drive,795000,4
3 Brut Lane,407000,4
3 Buckland Grove,600000,4
3 Bugendore Street,455000,4
3 Buninyong Road,365000,4
3 Burdekin Link,300000,4
3 Burndale Road,365000,4
3 Bushell Place,1100000,3
3 Buttler Place,660000,3
3 Byfield Road,298000,2
3 Cabarita Road,770000,4
3 Cabernet Place,485000,3
3 Cairn Avenue,512000,3
3 Caladenia Way,375000,3
3 Calita Pass,530000,4
3 Callan Close,968000,4
3 Calytrix Pass,665000,4
3 Cambus Court,510000,3
3 Camm Place,1300000,3
3 Cant Court,830000,4
3 Cape York Ramble,370000,4
3 Caphorn Close,460000,3
3 Carabeen Avenue,665000,4
3 Carama Street,393000,3
3 Carcione Avenue,300000,4
3 Carcoola Court,305000,2
3 Cardui Court,425000,4
3 Careening Way,1300000,5
3 Carey Place,330000,4
3 Carina Loop,815000,4
3 Carmine Street,460000,4
3 CARNARVON RISE,810000,5
3 Caroline Street,540000,4
3 Carpene Place,507500,3
3 Carpentaria Drive,333000,4
3 Carpenteria Drive,665000,3
3 Caryota Court,265000,4
3 Castlecrag Drive,1100000,5
3 Castleroy Place,700000,4
3 Cathedral Link,625000,4
3 Cattlegate Mews,750000,4
3 Cave Place,855000,4
3 Centaur Circle,580000,3
3 Cessford Close,325000,3
3 Cezanne Bend,415000,3
3 Chamberlain Circle,905000,4
3 Chantry Place,385000,4
3 Charles Street,970000,3
3 Chateau Court,570000,4
3 Chellaston Crescent,980000,4
3 Cherbourg Grove,375000,4
3 Cheshunt Gardens,581000,4
3 Chester Street,850000,3
3 Chestnut Road,565000,4
3 Chestnut Street,718000,3
3 Chidlow Street,440000,4
3 Chipperfield Court,1465000,3
3 Chivrell Rise,792000,3
3 Chuditch Close,351500,4
3 Chungking Grove,387500,4
3 Citrine Gardens,560000,4
3 Clarke Street,812500,4
3 Clianthus Road,590000,5
3 Clianthus Way,312000,3
3 Clune Place,835000,5
3 Cobby Place,487000,5
3 Cobine Way,615000,3
3 Cochram Court,1747500,6
3 Cockatoo Close,655000,5
3 Cockatoo Drive,430000,3
3 Colahan Way,485000,5
3 Coleman Road,196800,3
3 Coleridge Place,625000,4
3 Combiac Road,240000,3
3 Condil Court,735000,4
3 Conochie Crescent,995000,5
3 Coolamine Close,480000,4
3 Coolbarro Lane,625000,5
3 Cootamundra Way,700000,5
3 Corbel Street,1210000,5
3 Cordelia Avenue,605000,4
3 Cormorant Way,366000,3
3 Coronado Ridge,620000,4
3 Coronata Drive,340000,4
3 Cotswold Parade,560000,4
3 Countryside Drive,810000,5
3 Cowan Street,1250000,5
3 Cowling Way,240000,3
3 Craighall Turn,695500,4
3 Cranbrook Street,2125000,2
3 Creswick Cross,445000,4
3 Crete Way,400000,4
3 Cromarty Road,900000,2
3 Cromer Place,555000,4
3 Crowley Vista,1350000,4
3 Crown Terrace,687000,3
3 Cumberland Drive,1050000,5
3 Cunningham Terrace,895000,3
3 Cunnold Close,595000,5
3 Cupania Court,410000,4
3 Curedale Street,675000,2
3 CURLEW COURT,292500,4
3 Currawong Court,495000,4
3 Curruthers Road,1475000,5
3 Cuvier Place,385000,3
3 Cygnus Parade,1380000,3
3 Cyprus Court,1900000,6
3 Dabchick Close,535000,5
3 Daimler Drive,627500,4
3 Dalton Place,530000,4
3 Dalyup Road,580000,4
3 Damon Street,365000,4
3 Dandenong Way,393000,4
3 Dann Place,905000,4
3 Darby Way,462500,4
3 Davis Road,250000,3
3 Dawn Road,425000,3
3 Deakin Street,675000,4
3 Dean Place,535000,4
3 Dean Road,1100000,6
3 Deanery Mews,1380000,5
3 Deerfield Place,1000000,5
3 Delgado Parade,775000,4
3 Denholme Place,460000,3
3 Denman Court,455000,4
3 Derby Road,1160000,3
3 Dew Street,370000,4
3 Dillenia Way,685000,4
3 Dodds Place,545000,3
3 Dodonia Gardens,2225000,4
3 Don Place,485000,3
3 Donata Court,842000,4
3 Doneraile Court,828000,4
3 Doney Street,1610000,5
3 Donna Street,1050000,3
3 Donnelly Link,515000,4
3 Dorrigo Gardens,505000,4
3 Dowell Close,700000,4
3 Drakeswood Road,530000,3
3 Dresden Street,310000,3
3 Drew Road,820000,3
3 Dryandra Drive,313000,3
3 Duart Road,1070000,4
3 Dumbarton Crescent,1500000,4
3 Duncan Place,168000,4
3 Dunvegan Road,1900000,4
3 Durack Close,975000,5
3 Durant Way,548000,4
3 Durnsford Way,317500,3
3 Eadie Court,525000,4
3 East Road,525000,4
3 Edgbaston Crescent,280000,4
3 Edgington Crescent,360000,3
3 Edward Crescent,482000,4
3 Eglinton Crescent,618000,4
3 Egrove Lane,398000,3
3 Eildon Court,525000,5
3 Elkington Mews,310000,4
3 Elmsett Way,330000,3
3 Elmwood Court,416000,4
3 Elton Way,500000,3
3 Emerald Lane,360000,3
3 Empire Road,152000,3
3 Emu Road,380000,4
3 Ennis Court,277300,3
3 Ensign Dale,465000,4
3 Erina Way,449000,4
3 Eriskay Terrace,495000,4
3 Ernest Way,385000,4
3 Est Lane,455000,3
3 Ethel Street,604000,5
3 Eton Court,115000,4
3 Eucalypt Close,485000,4
3 Eucla Court,1240000,3
3 Everlasting Gardens,430000,4
3 Evershed Street,1200000,5
3 Ewens Pass,413000,4
3 Exmouth Place,430000,4
3 Fahey Court,320000,4
3 Fairlight Rise,950000,4
3 Fairport Vista,767000,5
3 Falmer Lane,299000,3
3 Falmouth Avenue,1700000,4
3 Fantail Crescent,480000,4
3 Faro Way,600000,4
3 Farrier Terrace,430000,5
3 Farringdon Way,325000,3
3 Faye Crescent,580000,3
3 Featherstone Place,635000,3
3 Fedamore Approach,410000,4
3 Felpham Court,520000,4
3 Fennell Crescent,420000,3
3 Fenwick Mews,525000,4
3 Fern Court,359000,4
3 Fielder Court,675000,5
3 Finch Close,367000,3
3 Fintown Entrance,353500,4
3 Fionn Court,1520000,4
3 First Avenue,880000,4
3 First Street,995000,4
3 Fisher Street,410000,3
3 Flannan Place,720000,6
3 Flematti Circle,340000,3
3 Fleur Road,535000,3
3 Flora Terrace,868000,3
3 Fontana Cove,358000,4
3 Foreshore Entrance,903000,4
3 Forge Lane,415000,4
3 Fortis Pass,679000,3
3 Fortune Street,405000,3
3 Foxon Road,645000,5
3 Fridayhill Drive,710000,4
3 Frome Place,330000,3
3 Gaffin Way,306900,3
3 Galahad Way,750000,4
3 Galena Way,480000,4
3 Gallagher Way,650000,4
3 Galway Place,474500,4
3 Gamba Place,620000,3
3 Gannon Glen,570000,4
3 Garden Grove,730000,5
3 Garland Place,512000,4
3 Garnet Street,535000,4
3 Garratt Court,300000,3
3 Gascoyne Way,240000,3
3 Gaston Road,520000,4
3 Gayton Place,854000,4
3 Gear Court,375000,3
3 Genesta Place,435000,4
3 Genus Road,417000,4
3 Giddens Court,590000,4
3 Giglia Drive,500000,4
3 Gilfellon Road,535000,4
3 Gilroyd Way,295000,3
3 Girvan Place,620000,4
3 Gladstone Street,527250,3
3 Glasnevin Court,1158000,4
3 Glasshouse Close,702500,4
3 Glen Iris Drive,850000,4
3 Glen Street,1035000,3
3 Glencoe Place,295000,3
3 Gochean Avenue,440000,5
3 Gold Street,950000,2
3 Goldsmith Drive,767500,5
3 Goline Court,279000,3
3 Goodchild Place,425000,3
3 Gooray Street,620000,4
3 Gordon Street,2020000,3
3 Gould Place,290000,4
3 Grace Street,530000,2
3 Grassy Way,400000,3
3 Gray Court,450000,4
3 Gurnard Road,539000,4
3 Gwenneth Terrace,430000,4
3 Gypsum Cove,269000,4
3 Hackett Street,412000,3
3 Hakea Road,877700,3
3 Hamlet Close,590000,3
3 Hampton Road,620000,4
3 Hapuna Street,370000,4
3 Hardey Road,1518880,3
3 Hare Court,655000,3
3 Harlow Road,315000,4
3 Harper Place,735000,3
3 Harper Road,1228000,5
3 Hartle Lane,341250,4
3 Harvey Street,1600000,4
3 Hastie Close,360000,4
3 Hatfield Way,305000,3
3 Hawkins Road,740000,4
3 Hayward Street,700000,5
3 Hazelwood Ramble,373000,4
3 Hazelwood Road,240000,4
3 Hearle Street,375000,3
3 Heath Rise,935000,5
3 Hebb Court,710000,4
3 Hebrides Link,613000,4
3 HEDGEROW Gardens,615000,4
3 Helmingham Road,650000,4
3 Helsall Court,650000,3
3 Henbury Court,701000,4
3 Henderson Avenue,410000,3
3 Henderson Drive,930000,4
3 Henrietta Street,520000,3
3 Hereford Place,413000,3
3 Heron Place,1265000,4
3 Hesketh Road,670000,4
3 Hester Street,408000,3
3 Higgs Court,285000,4
3 Highbridge Way,425000,4
3 Hillside Crescent,580000,3
3 Hilltop Close,475000,3
3 Hird Place,545000,3
3 Hirundo Place,622500,5
3 Hitchcock Street,575000,3
3 Hobart Street,970000,3
3 Hobbit Glade,1010000,4
3 Hogarth Street,668000,4
3 Holley Place,412500,3
3 Holmesdale Road,330000,2
3 Honey Street,582000,6
3 Hopkinson Way,565000,3
3 Horsenall Close,430000,4
3 Houghton Drive,558100,4
3 Hoyton Place,285000,3
3 Hubble Parkway,327000,4
3 Hubert Street,515000,3
3 Hunter Way,355000,4
3 Huon Place,345000,4
3 Hurrey Place,413000,3
3 Hurst Street,835125,2
3 Hurstford Close,2225000,4
3 Hyams Link,847500,4
3 Iden Place,395000,3
3 Inez Pass,522500,4
3 Irma Way,330000,3
3 Isola Lane,580000,4
3 Ison Court,450000,4
3 Itchen Loop,260000,4
3 Itea Place,578000,3
3 Ivanhoe Way,320000,4
3 Ivythorne Grove,560000,4
3 Jade Street,620000,4
3 Jagoe Court,760000,4
3 Jalna Way,530500,4
3 Japonica Way,666888,4
3 Jaraba Avenue,1100000,4
3 Jarril Place,375000,4
3 Jason Street,1120000,5
3 Jasper Court,650000,4
3 Jefferson Way,565000,4
3 jemidar court,518000,4
3 Jensen Rise,1270000,5
3 Jida Cove,322500,3
3 Jillman Way,420000,3
3 Jinda Road,169000,2
3 Jindabyne Street,505000,3
3 Jingella Mews,489000,3
3 Jitti Court,430000,4
3 Jodrell Road,725000,4
3 Johnson Close,840000,4
3 Josip Place,460000,3
3 Jouissance Bend,680000,4
3 Judges Court,450000,3
3 Jules Court,750000,4
3 Justin Drive,575000,4
3 Kabbarli Court,485000,4
3 Kalara Way,170500,3
3 Kalari Drive,1700000,5
3 Kalbarri Street,685000,5
3 Kamber Court,287000,3
3 Kamman Lane,710000,3
3 Kanto Court,425000,3
3 Karo Place,895000,4
3 KAROO WAY,467000,4
3 Karreen Way,475000,3
3 Karrinyup Road,1565000,5
3 Katrine Street,1365000,4
3 Keane Street,1700000,2
3 Keaney Place,1750000,4
3 Keans Avenue,1500000,4
3 Keast Way,640000,3
3 Keel Place,1800000,4
3 Kelty Road,720000,4
3 Kemi Court,507000,4
3 Kemp Road,1285000,4
3 Kennedya Road,567000,4
3 Kesiya Turn,490000,4
3 Kilborne Avenue,431000,4
3 Kildare Link,705000,3
3 Kilgetty Gate,465000,4
3 Kilkee Street,410000,4
3 Killara Way,495000,3
3 Kimber Rise,740000,4
3 King Jarrah Rise,700000,4
3 Kingfisher View,315000,4
3 Kirk Close,442000,4
3 Kirkby Ridge,1150000,5
3 Kirra Court,715000,4
3 Kirwan Street,1760000,4
3 Klem Avenue,855000,4
3 Koolunda Court,550000,4
3 Koomyle Mews,478000,5
3 Koondoola Avenue,450000,4
3 Korbosky Road,515000,4
3 Kulbardi Way,615000,4
3 Kumal Court,530000,4
3 Kundyl Court,460000,3
3 Kuranda Place,470000,4
3 Kurrajong Way,258000,3
3 Kurrat Elbow,420000,4
3 Kwel Court,945000,4
3 Ladoga Way,960000,4
3 Lakehurst Way,600000,4
3 Lakewood Avenue,730000,3
3 Lambasa Way,625000,4
3 Lamond Close,435000,5
3 Lanark Street,649000,3
3 Lancelot Close,396000,3
3 Landbeach Boulevard,390000,3
3 Langley Way,1065000,5
3 Langtry View,1500000,4
3 Laser Close,465000,3
3 Lassia Walk,829000,4
3 Lauderdale Ramble,480000,4
3 Launceston Avenue,1400000,3
3 Lavender Way,588000,5
3 Laverick Street,185000,4
3 Law Court,780000,4
3 Leach Street,1320000,3
3 Leata Link,500000,4
3 Lebeo Court,460000,4
3 Letitia Road,860000,3
3 Lewis Jones Cross,357000,4
3 Liege Street,1375000,3
3 Lily Place,520000,2
3 Limerick Place,414000,4
3 Lindeman Heights,415000,4
3 Linear Avenue,667000,3
3 Lipari Link,775000,4
3 Liriope Parkway,535000,4
3 Litoria Pass,622000,4
3 Little Harold Street,340000,3
3 Littlemore Road,235000,3
3 Locock Street,905000,4
3 Loder Way,620000,4
3 Longstaff Avenue,545000,4
3 Looranah Street,528000,4
3 Lotherton Way,475500,4
3 Louise Place,990000,5
3 Lowana Court,435000,3
3 Lucas Street,455000,3
3 Lucev Place,800000,4
3 Ludlow Way,276000,3
3 Luhrs Court,500000,4
3 Luita Street,1310000,4
3 Lukin Avenue,585000,3
3 Lundy Cove,345000,3
3 Lycett Turn,680000,4
3 Lytham Mews,685000,4
3 Macau Place,317000,4
3 MacKaya Court,510000,4
3 Madeleine Court,535000,4
3 Magpie Place,360000,4
3 Maguire Avenue,485000,4
3 Majestic Place,700000,4
3 Malbec Lane,740000,3
3 Maley Court,380000,3
3 Mallee Way,400000,4
3 Malvern Road,495000,4
3 Manhattan Concourse,490000,4
3 Manila Place,350000,4
3 Mannaw Place,335000,4
3 Manson Street,365000,3
3 Maplewood Place,320000,5
3 Mardja Loop,760000,4
3 Marginata Parade,660000,4
3 Marjorie Cove,875000,4
3 Marloo Road,405000,3
3 Marr Street,687500,3
3 Marriott Road,602000,3
3 Mary Mackillop Glen,400000,4
3 Masefield Avenue,425000,3
3 Matisse Street,467000,4
3 Matlock Street,785000,2
3 Mawson Place,485000,5
3 Mayberry Court,610000,4
3 Mcdermott Road,156977,3
3 Mcmahon Street,430000,4
3 Mead Grove,1080000,3
3 Melinga Court,510000,3
3 Mellersh Court,770500,5
3 Melnik Street,520000,2
3 Mercer Place,700000,3
3 Meringa Crescent,545000,4
3 Merion Court,580000,4
3 Merrang Circuit,460000,4
3 Merrifield Place,915000,6
3 Meteor Street,345000,3
3 Metroliner Drive,525000,4
3 Miami Beach Promenade,740000,4
3 Michael Crescent,360000,4
3 Michael Street,505000,3
3 Middleham Boulevard,415000,4
3 Millington Avenue,620000,2
3 Mimosa Avenue,1048000,4
3 Mimosa Court,340000,4
3 Minjah Circuit,525000,4
3 Mippy Mews,397000,4
3 Mirabeau Mews,699000,4
3 Mirria Way,455000,3
3 Monaco Close,395000,5
3 Moncrieff Road,285000,3
3 Moorine Court,275000,3
3 Moorland Way,720000,4
3 Moree Lane,495000,3
3 Morfontaine Parade,565000,4
3 Morialta View,680000,4
3 Morisot Crescent,498000,4
3 MORSE LINK,515000,5
3 Mowbray Square,335000,4
3 Mudalla Way,412500,3
3 Murace Place,200000,3
3 Murex Court,755000,4
3 Myerson Crescent,505000,4
3 Mystery Road,455000,4
3 Nandus Court,520000,5
3 Napean place,240000,3
3 Napoleon Way,320000,4
3 Narla Place,330000,3
3 Nash Street,405000,4
3 Natham Road,438000,4
3 Nathaniel Way,189500,3
3 National Park Road,500000,4
3 Neale Retreat,626000,4
3 Neon Court,480000,4
3 Ness Road,2350000,5
3 Newark Turn,1480000,4
3 Nidjalla Loop,1700000,4
3 Nolan Way,840000,4
3 Noosa Drive,390000,4
3 Norman Road,417500,3
3 Novak Court,460000,4
3 Nymans Close,495000,4
3 Observation Way,450000,4
3 O'Connell Street,465000,3
3 Olney Court,500000,4
3 Oporto Rise,700700,4
3 Orana Way,400000,3
3 Oswell Street,334000,4
3 Otago Lane,690000,4
3 Otter Mews,340000,3
3 Owen Road,800000,4
3 Owgan Place,570000,3
3 Paavo View,730000,4
3 Padbury Place,396200,3
3 Padbury Road,585000,4
3 Palamuna Court,250000,3
3 Pantheon Avenue,920000,4
3 Paperheath Parade,1320000,3
3 Papillon Road,539000,4
3 Paradise Turn,795500,4
3 PARIAN PLACE,1318444,6
3 Park View Green,1135000,4
3 Parkfield Boulevard,385000,3
3 Parkinson Street,750000,4
3 Parkside Avenue,1465000,4
3 Paros Place,640000,4
3 Passmore Avenue,1150000,2
3 Passmore Street,986000,4
3 Pat Street,435000,3
3 Pathfinder Road,675000,5
3 Paton Place,610000,4
3 Patrick Way,422000,3
3 Paulett Way,371663,3
3 Pauline Avenue,650000,2
3 Pavetta Crescent,377000,3
3 Peach Way,340000,4
3 Penguin Close,475000,4
3 Penny Lane,265000,4
3 Pensacola Avenue,330000,4
3 Penson Place,440000,3
3 Pepperell Crescent,345000,4
3 Persian Street,351000,4
3 Peters Way,481000,3
3 Pethybridge Heights,1200000,4
3 Petry Street,446000,6
3 Philadelphia Parade,615000,4
3 Pimelea Crescent,1375000,3
3 Pinaster Street,1200000,4
3 PINE STREET,942500,4
3 Pinedale Way,325000,3
3 Pitt Street,410000,4
3 Pivac Court,410000,4
3 Plumosa Way,652000,4
3 Plumwood Avenue,440000,4
3 Podger Way,346500,4
3 Pope Mews,370000,4
3 Portree Street,850000,4
3 Portrush Way,735000,5
3 Portsea Gardens,900000,4
3 Portsmouth Street,515000,4
3 Powderbark Bypass,405000,4
3 Preedy Court,882000,4
3 Prescott Drive,542000,4
3 Preserve Link,390000,3
3 Prichard Road,515000,4
3 Priscilla Avenue,500000,4
3 Protea Court,555000,3
3 Providence Link,595000,4
3 Prudhoe Mews,325000,4
3 QUINDALUP COURT,506000,4
3 Quong Place,510000,4
3 Radborn Street,519000,3
3 Raffles Court,625000,4
3 Rainbow Crescent,550000,5
3 Rainsford Way,570000,4
3 Ranunculus Court,355000,3
3 Raphael Rise,585000,5
3 Ravenglass Crescent,505000,4
3 Redcliffe Street,580000,2
3 Redcloud Ridge,312000,3
3 Regatta Drive,565000,4
3 Regelia turn,290000,4
3 Reilly Street,437500,3
3 Retreat Mews,567500,4
3 Reveley Close,300000,4
3 Risana Close,740000,4
3 Ritz Way,596000,4
3 River Street,680000,4
3 Roan Way,585000,4
3 Robertson Road,838000,4
3 Robur Way,321000,4
3 Roccella Loop,430000,3
3 Rocklands Loop,430000,4
3 Romani Court,335000,3
3 Rossmoyne Drive,1540000,4
3 Roudnice Lane,460000,3
3 Rousham Road,690000,4
3 Royer Court,500000,4
3 Rudge Place,218000,3
3 Rupert Street,267000,4
3 Rushton Terrace,600000,4
3 Ruskin Brace,455000,4
3 Sabina Street,930000,4
3 Salerno Approach,560000,4
3 Salvador Close,500000,4
3 Samual Court,275000,3
3 Samuel Place,345000,3
3 Sandilands Circuit,495000,4
3 Sandleford Grange,480000,4
3 Sandover Road,635000,3
3 Sandstone Place,738000,4
3 Sapium Way,540000,4
3 Sasoon Place,310000,4
3 Savona Grove,660000,4
3 Sawley Close,680000,4
3 Scales Way,380000,3
3 Schacht Court,685000,3
3 Schonell Way,486000,4
3 Scilla Place,730000,4
3 Scott Street,835000,4
3 Scouler Way,838000,4
3 Seabird Bend,650000,5
3 Seabrook Grove,307000,3
3 Seaforth Loop,790000,4
3 Seamet Rise,370500,4
3 Seaton Place,328000,4
3 Second Avenue,550000,3
3 Sefton Avenue,430000,4
3 Sellenger Avenue,555000,4
3 Seminole Close,562500,4
3 Serissa Lane,800000,4
3 Settler Place,475000,4
3 Settlers Circle,800000,3
3 Sewell Street,667000,4
3 Shackleton Street,415000,3
3 Shakespeare Avenue,310000,3
3 Shannon Street,310000,4
3 Shearer Street,965000,3
3 Sheen Way,263000,3
3 Shepway Place,415000,3
3 Sherbrooke Gardens,700000,5
3 Sherman Court,605000,4
3 Shirlock Street,290000,2
3 Siderno Rise,530000,4
3 Sierra Key,830000,4
3 Sisley Approach,515000,4
3 Skender Place,847000,4
3 Smeaton Lane,370000,4
3 Smith Street,755000,3
3 Smyth Road,1000000,4
3 Snowy Lane,300000,3
3 Sobotka Place,930000,4
3 Solander Close,258000,3
3 Solander Road,664000,4
3 Solanum Court,260000,3
3 Soldiers Road,980000,4
3 Southport Loop,880000,4
3 Speedy Cheval Street,850000,3
3 Sperry Court,558000,4
3 Spicer Place,440000,4
3 Spoonbill Pass,485000,4
3 Spoonbill Place,423000,3
3 Springhill Place,440000,5
3 Spruce Street,480000,3
3 St Georges Avenue,440000,3
3 St James Approach,940000,4
3 St Leonards Avenue,1375000,3
3 Stain Way,670000,4
3 STANMER Way,330000,3
3 Station Street,630000,3
3 Steelwood Way,545000,5
3 Steineck Way,490000,4
3 Stockdale Avenue,1500000,4
3 Stockholm Road,535000,4
3 Stone Court,641000,4
3 Storrs Place,830000,4
3 Stortford Road,620000,4
3 Strelley Lane,500000,4
3 Strickland Court,627000,4
3 Strowan Pass,475500,4
3 Strudwick Street,500000,4
3 Stylis Cove,640000,5
3 Success Crescent,1455000,4
3 Sudbury Way,1700000,5
3 Summerhome Parade,432000,4
3 Superior Rise,580000,4
3 Surrey Road,825000,3
3 Swanston Street,563000,4
3 Swanway Crescent,2325000,4
3 Sweetman Street,738000,4
3 Tambora Bend,662000,4
3 Tandou Court,640000,4
3 Tanner Street,420000,4
3 Taplow Parade,450000,4
3 Tarlo Mews,553000,4
3 Tarup Place,255000,3
3 Tarwhine Close,587000,4
3 Tattler Place,445000,3
3 Tattler Way,451000,4
3 Tatton Way,800000,4
3 Teasel Way,421000,4
3 Temby Court,565000,3
3 Temple Mews,920000,4
3 Tenardi Court,505000,3
3 Teocote Crescent,530000,3
3 Terelinck Crescent,462000,4
3 Thaxted Street,240000,2
3 The Fairway,510000,3
3 The Fairways,666250,4
3 The Links Court,820000,4
3 The Oval,590000,3
3 The Ramble,290500,4
3 The Ridge,430000,3
3 Third Avenue,515000,3
3 Thistle Court,575000,4
3 Thomas Hamilton Avenue,585000,4
3 Tilbury Mews,480000,4
3 Timms Lane,495000,3
3 Tintagel Court,1680000,4
3 Tipuana Place,512500,4
3 Todd Place,430000,4
3 Todea Court,822000,5
3 Tonrita Place,430000,5
3 Torrens Close,705000,4
3 Trafford Street,905000,4
3 Trentham Road,460000,3
3 Triandra Drive,679000,4
3 Trinity Court,382000,4
3 Tropea Place,329500,4
3 Trout Court,1035000,4
3 Tryall Avenue,347000,4
